service_id,inventory_id,service_type,service_date,service_cost
9794,627,oil service,2020-03-11,125.0000
9795,634,tire change,2020-03-11,187.5000
9796,634,oil service,2020-03-11,125.0000
9797,636,tire change,2020-03-11,187.5000
9798,636,oil service,2020-03-11,250.0000
9799,640,tire change,2020-03-11,187.5000
9800,640,oil service,2020-03-11,187.5000
9801,643,tire change,2020-03-11,187.5000
9802,643,oil service,2020-03-11,250.0000
9803,647,tire change,2020-03-11,187.5000
9804,647,oil service,2020-03-11,250.0000
9805,658,tire change,2020-03-11,187.5000
9806,658,oil service,2020-03-11,250.0000
9807,666,tire change,2020-03-11,187.5000
9808,666,oil service,2020-03-11,187.5000
9809,677,tire change,2020-03-11,187.5000
9810,677,oil service,2020-03-11,125.0000
9811,678,tire change,2020-03-11,187.5000
9812,678,oil service,2020-03-11,250.0000
9813,695,tire change,2020-03-11,187.5000
9814,695,oil service,2020-03-11,250.0000
9815,699,tire change,2020-03-11,187.5000
9816,699,oil service,2020-03-11,125.0000
9817,700,tire change,2020-03-11,187.5000
9818,700,oil service,2020-03-11,125.0000
9819,715,tire change,2020-03-11,187.5000
9820,715,oil service,2020-03-11,125.0000
9821,720,tire change,2020-03-11,187.5000
9822,720,oil service,2020-03-11,250.0000
9823,730,tire change,2020-03-11,187.5000
9824,730,oil service,2020-03-11,187.5000
9825,732,tire change,2020-03-11,187.5000
9826,732,oil service,2020-03-11,187.5000
9827,733,tire change,2020-03-11,187.5000
9828,733,oil service,2020-03-11,125.0000
9829,743,tire change,2020-03-11,187.5000
9830,743,oil service,2020-03-11,187.5000
9831,746,tire change,2020-03-11,187.5000
9832,746,oil service,2020-03-11,250.0000
9833,752,tire change,2020-03-11,187.5000
9834,752,oil service,2020-03-11,250.0000
9835,760,tire change,2020-03-11,187.5000
9836,760,oil service,2020-03-11,250.0000
9837,764,tire change,2020-03-11,187.5000
9838,764,oil service,2020-03-11,250.0000
9839,766,tire change,2020-03-11,187.5000
9840,766,oil service,2020-03-11,187.5000
9841,771,tire change,2020-03-11,187.5000
9842,771,oil service,2020-03-11,187.5000
9843,779,tire change,2020-03-11,187.5000
9844,779,oil service,2020-03-11,250.0000
9845,781,tire change,2020-03-11,187.5000
9846,781,oil service,2020-03-11,250.0000
9847,782,tire change,2020-03-11,187.5000
9848,782,oil service,2020-03-11,250.0000
9849,786,tire change,2020-03-11,187.5000
9850,786,oil service,2020-03-11,187.5000
9851,792,tire change,2020-03-11,187.5000
9852,792,oil service,2020-03-11,187.5000
9853,795,tire change,2020-03-11,187.5000
9854,795,oil service,2020-03-11,125.0000
9855,796,tire change,2020-03-11,187.5000
9856,796,oil service,2020-03-11,250.0000
9857,801,tire change,2020-03-11,187.5000
9858,801,oil service,2020-03-11,250.0000
9859,802,tire change,2020-03-11,187.5000
9860,802,oil service,2020-03-11,125.0000
9861,809,tire change,2020-03-11,187.5000
9862,809,oil service,2020-03-11,125.0000
9863,814,tire change,2020-03-11,187.5000
9864,814,oil service,2020-03-11,250.0000
9865,815,tire change,2020-03-11,187.5000
9866,815,oil service,2020-03-11,250.0000
9867,816,tire change,2020-03-11,187.5000
9868,816,oil service,2020-03-11,187.5000
9869,825,tire change,2020-03-11,187.5000
9870,825,oil service,2020-03-11,187.5000
9871,837,tire change,2020-03-11,187.5000
9872,837,oil service,2020-03-11,187.5000
9873,846,tire change,2020-03-11,187.5000
9874,846,oil service,2020-03-11,125.0000
9875,851,tire change,2020-03-11,187.5000
9876,851,oil service,2020-03-11,187.5000
9877,854,tire change,2020-03-11,187.5000
9878,854,oil service,2020-03-11,250.0000
9879,868,tire change,2020-03-11,187.5000
9880,868,oil service,2020-03-11,187.5000
9881,870,tire change,2020-03-11,187.5000
9882,870,oil service,2020-03-11,187.5000
9883,871,tire change,2020-03-11,187.5000
9884,871,oil service,2020-03-11,250.0000
9885,876,tire change,2020-03-11,187.5000
9886,876,oil service,2020-03-11,125.0000
9887,887,tire change,2020-03-11,187.5000
9888,887,oil service,2020-03-11,187.5000
9889,888,tire change,2020-03-11,187.5000
9890,888,oil service,2020-03-11,250.0000
9891,889,tire change,2020-03-11,187.5000
9892,889,oil service,2020-03-11,125.0000
9893,890,tire change,2020-03-11,187.5000
9894,890,oil service,2020-03-11,187.5000
9895,891,tire change,2020-03-11,187.5000
9896,891,oil service,2020-03-11,125.0000
9897,903,tire change,2020-03-11,187.5000
9898,903,oil service,2020-03-11,187.5000
9899,904,tire change,2020-03-11,187.5000
9900,904,oil service,2020-03-11,187.5000
9901,915,tire change,2020-03-11,187.5000
9902,915,oil service,2020-03-11,187.5000
9903,917,tire change,2020-03-11,187.5000
9904,917,oil service,2020-03-11,250.0000
9905,924,tire change,2020-03-11,187.5000
9906,924,oil service,2020-03-11,187.5000
9907,925,tire change,2020-03-11,187.5000
9908,925,oil service,2020-03-11,187.5000
9909,926,tire change,2020-03-11,187.5000
9910,926,oil service,2020-03-11,187.5000
9911,936,tire change,2020-03-11,187.5000
9912,936,oil service,2020-03-11,187.5000
9913,449,tire change,2020-03-13,187.5000
9914,449,oil service,2020-03-13,125.0000
9915,456,tire change,2020-03-13,187.5000
9916,456,oil service,2020-03-13,250.0000
9917,462,tire change,2020-03-13,187.5000
9918,462,oil service,2020-03-13,125.0000
9919,471,tire change,2020-03-13,187.5000
9920,471,oil service,2020-03-13,250.0000
9921,486,tire change,2020-03-13,187.5000
9922,486,oil service,2020-03-13,125.0000
9923,506,tire change,2020-03-13,187.5000
9924,506,oil service,2020-03-13,187.5000
9925,513,tire change,2020-03-13,187.5000
9926,513,oil service,2020-03-13,187.5000
9927,564,tire change,2020-03-13,187.5000
9928,564,oil service,2020-03-13,125.0000
9929,780,tire change,2020-03-13,187.5000
9930,780,oil service,2020-03-13,250.0000
9931,818,tire change,2020-03-13,187.5000
9932,818,oil service,2020-03-13,125.0000
9933,840,tire change,2020-03-13,187.5000
9934,840,oil service,2020-03-13,250.0000
9935,330,oil service,2020-09-01,125.0000
9936,331,oil service,2020-09-01,250.0000
9937,332,oil service,2020-09-01,125.0000
9938,333,oil service,2020-09-01,187.5000
9939,334,oil service,2020-09-01,187.5000
9940,335,oil service,2020-09-01,250.0000
9941,336,oil service,2020-09-01,187.5000
9942,337,oil service,2020-09-01,187.5000
9943,338,oil service,2020-09-01,250.0000
9944,339,oil service,2020-09-01,250.0000
9945,340,oil service,2020-09-01,125.0000
9946,341,oil service,2020-09-01,250.0000
9947,342,oil service,2020-09-01,125.0000
9948,343,oil service,2020-09-01,187.5000
9949,344,oil service,2020-09-01,125.0000
9950,345,oil service,2020-09-01,250.0000
9951,346,oil service,2020-09-01,125.0000
9952,347,oil service,2020-09-01,250.0000
9953,348,oil service,2020-09-01,250.0000
9954,349,oil service,2020-09-01,125.0000
9955,350,oil service,2020-09-01,125.0000
9956,351,oil service,2020-09-01,250.0000
9957,352,oil service,2020-09-01,125.0000
9958,353,oil service,2020-09-01,187.5000
9959,354,oil service,2020-09-01,187.5000
9960,355,oil service,2020-09-01,125.0000
9961,356,oil service,2020-09-01,250.0000
9962,357,oil service,2020-09-01,250.0000
9963,358,oil service,2020-09-01,250.0000
9964,359,oil service,2020-09-01,250.0000
9965,360,oil service,2020-09-01,187.5000
9966,361,oil service,2020-09-01,250.0000
9967,362,oil service,2020-09-01,187.5000
9968,363,oil service,2020-09-01,250.0000
9969,364,oil service,2020-09-01,250.0000
9970,365,oil service,2020-09-01,187.5000
9971,366,oil service,2020-09-01,125.0000
9972,367,oil service,2020-09-01,250.0000
9973,368,oil service,2020-09-01,125.0000
9974,369,oil service,2020-09-01,250.0000
9975,370,oil service,2020-09-01,187.5000
9976,371,oil service,2020-09-01,250.0000
9977,372,oil service,2020-09-01,250.0000
9978,373,oil service,2020-09-01,187.5000
9979,374,oil service,2020-09-01,125.0000
9980,375,oil service,2020-09-01,187.5000
9981,376,oil service,2020-09-01,187.5000
9982,377,oil service,2020-09-01,187.5000
9983,378,oil service,2020-09-01,187.5000
9984,379,oil service,2020-09-01,125.0000
9985,380,oil service,2020-09-01,250.0000
9986,381,oil service,2020-09-01,250.0000
9987,382,oil service,2020-09-01,125.0000
9988,383,oil service,2020-09-01,125.0000
9989,384,oil service,2020-09-01,125.0000
9990,385,oil service,2020-09-01,250.0000
9991,386,oil service,2020-09-01,187.5000
9992,387,oil service,2020-09-01,187.5000
9993,388,oil service,2020-09-01,125.0000
9994,389,oil service,2020-09-01,250.0000
9995,390,oil service,2020-09-01,125.0000
9996,391,oil service,2020-09-01,250.0000
9997,392,oil service,2020-09-01,187.5000
9998,393,oil service,2020-09-01,125.0000
9999,394,oil service,2020-09-01,125.0000
10000,395,oil service,2020-09-01,125.0000
10001,396,oil service,2020-09-01,125.0000
10002,397,oil service,2020-09-01,250.0000
10003,398,oil service,2020-09-01,250.0000
10004,399,oil service,2020-09-01,250.0000
10005,400,oil service,2020-09-01,125.0000
10006,401,oil service,2020-09-01,125.0000
10007,402,oil service,2020-09-01,187.5000
10008,403,oil service,2020-09-01,125.0000
10009,404,oil service,2020-09-01,125.0000
10010,405,oil service,2020-09-01,187.5000
10011,406,oil service,2020-09-01,250.0000
10012,407,oil service,2020-09-01,250.0000
10013,408,oil service,2020-09-01,250.0000
10014,409,oil service,2020-09-01,187.5000
10015,410,oil service,2020-09-01,187.5000
10016,411,oil service,2020-09-01,250.0000
10017,412,oil service,2020-09-01,125.0000
10018,413,oil service,2020-09-01,250.0000
10019,414,oil service,2020-09-01,250.0000
10020,416,oil service,2020-09-01,125.0000
10021,417,oil service,2020-09-01,125.0000
10022,418,oil service,2020-09-01,187.5000
10023,419,oil service,2020-09-01,187.5000
10024,420,oil service,2020-09-01,125.0000
10025,421,oil service,2020-09-01,125.0000
10026,422,oil service,2020-09-01,187.5000
10027,426,oil service,2020-09-01,125.0000
10028,427,oil service,2020-09-01,125.0000
10029,428,oil service,2020-09-01,250.0000
10030,429,oil service,2020-09-01,187.5000
10031,430,oil service,2020-09-01,250.0000
10032,432,oil service,2020-09-01,125.0000
10033,433,oil service,2020-09-01,125.0000
10034,434,oil service,2020-09-01,125.0000
10035,435,oil service,2020-09-01,125.0000
10036,436,oil service,2020-09-01,125.0000
10037,438,oil service,2020-09-01,187.5000
10038,439,oil service,2020-09-01,187.5000
10039,440,oil service,2020-09-01,187.5000
10040,442,oil service,2020-09-01,125.0000
10041,443,oil service,2020-09-01,125.0000
10042,445,oil service,2020-09-01,125.0000
10043,446,oil service,2020-09-01,250.0000
10044,447,oil service,2020-09-01,250.0000
10045,449,oil service,2020-09-01,125.0000
10046,450,oil service,2020-09-01,125.0000
10047,451,oil service,2020-09-01,187.5000
10048,452,oil service,2020-09-01,125.0000
10049,453,oil service,2020-09-01,187.5000
10050,456,oil service,2020-09-01,250.0000
10051,457,oil service,2020-09-01,250.0000
10052,458,oil service,2020-09-01,125.0000
10053,459,oil service,2020-09-01,250.0000
10054,460,oil service,2020-09-01,125.0000
10055,462,oil service,2020-09-01,125.0000
10056,463,oil service,2020-09-01,250.0000
10057,464,oil service,2020-09-01,250.0000
10058,465,oil service,2020-09-01,187.5000
10059,467,oil service,2020-09-01,125.0000
10060,468,oil service,2020-09-01,250.0000
10061,469,oil service,2020-09-01,125.0000
10062,470,oil service,2020-09-01,250.0000
10063,474,oil service,2020-09-01,250.0000
10064,475,oil service,2020-09-01,250.0000
10065,478,oil service,2020-09-01,125.0000
10066,481,oil service,2020-09-01,187.5000
10067,482,oil service,2020-09-01,187.5000
10068,484,oil service,2020-09-01,125.0000
10069,485,oil service,2020-09-01,187.5000
10070,487,oil service,2020-09-01,125.0000
10071,488,oil service,2020-09-01,250.0000
10072,489,oil service,2020-09-01,187.5000
10073,490,oil service,2020-09-01,187.5000
10074,491,oil service,2020-09-01,187.5000
10075,492,oil service,2020-09-01,187.5000
10076,494,oil service,2020-09-01,187.5000
10077,495,oil service,2020-09-01,125.0000
10078,496,oil service,2020-09-01,125.0000
10079,498,oil service,2020-09-01,250.0000
10080,499,oil service,2020-09-01,125.0000
10081,500,oil service,2020-09-01,187.5000
10082,502,oil service,2020-09-01,250.0000
10083,503,oil service,2020-09-01,125.0000
10084,506,oil service,2020-09-01,187.5000
10085,507,oil service,2020-09-01,187.5000
10086,508,oil service,2020-09-01,125.0000
10087,510,oil service,2020-09-01,187.5000
10088,512,oil service,2020-09-01,250.0000
10089,513,oil service,2020-09-01,187.5000
10090,514,oil service,2020-09-01,250.0000
10091,517,oil service,2020-09-01,125.0000
10092,519,oil service,2020-09-01,250.0000
10093,521,oil service,2020-09-01,250.0000
10094,522,oil service,2020-09-01,187.5000
10095,523,oil service,2020-09-01,250.0000
10096,525,oil service,2020-09-01,250.0000
10097,526,oil service,2020-09-01,125.0000
10098,527,oil service,2020-09-01,187.5000
10099,528,oil service,2020-09-01,250.0000
10100,530,oil service,2020-09-01,125.0000
10101,532,oil service,2020-09-01,250.0000
10102,533,oil service,2020-09-01,125.0000
10103,534,oil service,2020-09-01,125.0000
10104,536,oil service,2020-09-01,187.5000
10105,537,oil service,2020-09-01,187.5000
10106,538,oil service,2020-09-01,125.0000
10107,540,oil service,2020-09-01,125.0000
10108,541,oil service,2020-09-01,187.5000
10109,542,oil service,2020-09-01,125.0000
10110,543,oil service,2020-09-01,250.0000
10111,544,oil service,2020-09-01,125.0000
10112,547,oil service,2020-09-01,250.0000
10113,548,oil service,2020-09-01,187.5000
10114,549,oil service,2020-09-01,125.0000
10115,550,oil service,2020-09-01,125.0000
10116,551,oil service,2020-09-01,125.0000
10117,552,oil service,2020-09-01,250.0000
10118,554,oil service,2020-09-01,125.0000
10119,556,oil service,2020-09-01,187.5000
10120,557,oil service,2020-09-01,187.5000
10121,558,oil service,2020-09-01,187.5000
10122,559,oil service,2020-09-01,187.5000
10123,562,oil service,2020-09-01,187.5000
10124,563,oil service,2020-09-01,250.0000
10125,564,oil service,2020-09-01,125.0000
10126,565,oil service,2020-09-01,187.5000
10127,566,oil service,2020-09-01,250.0000
10128,567,oil service,2020-09-01,187.5000
10129,569,oil service,2020-09-01,250.0000
10130,570,oil service,2020-09-01,125.0000
10131,572,oil service,2020-09-01,250.0000
10132,575,oil service,2020-09-01,250.0000
10133,577,oil service,2020-09-01,125.0000
10134,578,oil service,2020-09-01,250.0000
10135,579,oil service,2020-09-01,250.0000
10136,582,oil service,2020-09-01,125.0000
10137,586,oil service,2020-09-01,125.0000
10138,587,oil service,2020-09-01,125.0000
10139,592,oil service,2020-09-01,250.0000
10140,593,oil service,2020-09-01,125.0000
10141,594,oil service,2020-09-01,187.5000
10142,595,oil service,2020-09-01,187.5000
10143,597,oil service,2020-09-01,250.0000
10144,598,oil service,2020-09-01,187.5000
10145,602,oil service,2020-09-01,187.5000
10146,603,oil service,2020-09-01,187.5000
10147,604,oil service,2020-09-01,187.5000
10148,606,oil service,2020-09-01,125.0000
10149,608,oil service,2020-09-01,187.5000
10150,610,oil service,2020-09-01,125.0000
10151,611,oil service,2020-09-01,125.0000
10152,612,oil service,2020-09-01,250.0000
10153,613,oil service,2020-09-01,187.5000
10154,615,oil service,2020-09-01,125.0000
10155,617,oil service,2020-09-01,125.0000
10156,618,oil service,2020-09-01,250.0000
10157,620,oil service,2020-09-01,187.5000
10158,622,oil service,2020-09-01,187.5000
10159,623,oil service,2020-09-01,125.0000
10160,624,oil service,2020-09-01,187.5000
10161,625,oil service,2020-09-01,187.5000
10162,628,oil service,2020-09-01,250.0000
10163,629,oil service,2020-09-01,125.0000
10164,630,oil service,2020-09-01,125.0000
10165,632,oil service,2020-09-01,250.0000
10166,634,oil service,2020-09-01,125.0000
10167,635,oil service,2020-09-01,187.5000
10168,637,oil service,2020-09-01,250.0000
10169,638,oil service,2020-09-01,125.0000
10170,639,oil service,2020-09-01,250.0000
10171,641,oil service,2020-09-01,187.5000
10172,646,oil service,2020-09-01,250.0000
10173,648,oil service,2020-09-01,250.0000
10174,650,oil service,2020-09-01,125.0000
10175,658,oil service,2020-09-01,250.0000
10176,659,oil service,2020-09-01,125.0000
10177,660,oil service,2020-09-01,125.0000
10178,663,oil service,2020-09-01,125.0000
10179,665,oil service,2020-09-01,187.5000
10180,666,oil service,2020-09-01,187.5000
10181,667,oil service,2020-09-01,187.5000
10182,668,oil service,2020-09-01,125.0000
10183,672,oil service,2020-09-01,250.0000
10184,673,oil service,2020-09-01,125.0000
10185,674,oil service,2020-09-01,250.0000
10186,675,oil service,2020-09-01,250.0000
10187,676,oil service,2020-09-01,125.0000
10188,677,oil service,2020-09-01,125.0000
10189,679,oil service,2020-09-01,125.0000
10190,680,oil service,2020-09-01,250.0000
10191,683,oil service,2020-09-01,125.0000
10192,685,oil service,2020-09-01,187.5000
10193,686,oil service,2020-09-01,187.5000
10194,687,oil service,2020-09-01,187.5000
10195,688,oil service,2020-09-01,125.0000
10196,689,oil service,2020-09-01,187.5000
10197,690,oil service,2020-09-01,125.0000
10198,691,oil service,2020-09-01,250.0000
10199,692,oil service,2020-09-01,250.0000
10200,693,oil service,2020-09-01,250.0000
10201,695,oil service,2020-09-01,250.0000
10202,696,oil service,2020-09-01,187.5000
10203,698,oil service,2020-09-01,187.5000
10204,699,oil service,2020-09-01,125.0000
10205,700,oil service,2020-09-01,125.0000
10206,701,oil service,2020-09-01,125.0000
10207,702,oil service,2020-09-01,125.0000
10208,706,oil service,2020-09-01,125.0000
10209,707,oil service,2020-09-01,250.0000
10210,708,oil service,2020-09-01,250.0000
10211,709,oil service,2020-09-01,125.0000
10212,711,oil service,2020-09-01,250.0000
10213,713,oil service,2020-09-01,125.0000
10214,714,oil service,2020-09-01,125.0000
10215,715,oil service,2020-09-01,125.0000
10216,716,oil service,2020-09-01,187.5000
10217,717,oil service,2020-09-01,187.5000
10218,718,oil service,2020-09-01,250.0000
10219,721,oil service,2020-09-01,250.0000
10220,724,oil service,2020-09-01,125.0000
10221,725,oil service,2020-09-01,187.5000
10222,727,oil service,2020-09-01,250.0000
10223,728,oil service,2020-09-01,187.5000
10224,729,oil service,2020-09-01,125.0000
10225,730,oil service,2020-09-01,187.5000
10226,732,oil service,2020-09-01,187.5000
10227,734,oil service,2020-09-01,187.5000
10228,736,oil service,2020-09-01,250.0000
10229,738,oil service,2020-09-01,125.0000
10230,740,oil service,2020-09-01,125.0000
10231,742,oil service,2020-09-01,187.5000
10232,744,oil service,2020-09-01,250.0000
10233,745,oil service,2020-09-01,250.0000
10234,748,oil service,2020-09-01,250.0000
10235,749,oil service,2020-09-01,125.0000
10236,752,oil service,2020-09-01,250.0000
10237,753,oil service,2020-09-01,125.0000
10238,755,oil service,2020-09-01,187.5000
10239,756,oil service,2020-09-01,125.0000
10240,758,oil service,2020-09-01,250.0000
10241,759,oil service,2020-09-01,187.5000
10242,760,oil service,2020-09-01,250.0000
10243,761,oil service,2020-09-01,250.0000
10244,763,oil service,2020-09-01,250.0000
10245,765,oil service,2020-09-01,125.0000
10246,767,oil service,2020-09-01,250.0000
10247,768,oil service,2020-09-01,187.5000
10248,769,oil service,2020-09-01,125.0000
10249,772,oil service,2020-09-01,250.0000
10250,774,oil service,2020-09-01,187.5000
10251,775,oil service,2020-09-01,250.0000
10252,776,oil service,2020-09-01,125.0000
10253,777,oil service,2020-09-01,125.0000
10254,779,oil service,2020-09-01,250.0000
10255,780,oil service,2020-09-01,250.0000
10256,782,oil service,2020-09-01,250.0000
10257,783,oil service,2020-09-01,125.0000
10258,784,oil service,2020-09-01,125.0000
10259,785,oil service,2020-09-01,187.5000
10260,787,oil service,2020-09-01,250.0000
10261,788,oil service,2020-09-01,250.0000
10262,791,oil service,2020-09-01,125.0000
10263,792,oil service,2020-09-01,187.5000
10264,793,oil service,2020-09-01,250.0000
10265,795,oil service,2020-09-01,125.0000
10266,797,oil service,2020-09-01,125.0000
10267,799,oil service,2020-09-01,187.5000
10268,800,oil service,2020-09-01,187.5000
10269,801,oil service,2020-09-01,250.0000
10270,803,oil service,2020-09-01,250.0000
10271,806,oil service,2020-09-01,250.0000
10272,809,oil service,2020-09-01,125.0000
10273,810,oil service,2020-09-01,125.0000
10274,811,oil service,2020-09-01,187.5000
10275,812,oil service,2020-09-01,250.0000
10276,815,oil service,2020-09-01,250.0000
10277,817,oil service,2020-09-01,250.0000
10278,819,oil service,2020-09-01,250.0000
10279,820,oil service,2020-09-01,125.0000
10280,821,oil service,2020-09-01,187.5000
10281,822,oil service,2020-09-01,187.5000
10282,825,oil service,2020-09-01,187.5000
10283,826,oil service,2020-09-01,125.0000
10284,827,oil service,2020-09-01,250.0000
10285,830,oil service,2020-09-01,125.0000
10286,831,oil service,2020-09-01,125.0000
10287,835,oil service,2020-09-01,125.0000
10288,836,oil service,2020-09-01,125.0000
10289,837,oil service,2020-09-01,187.5000
10290,838,oil service,2020-09-01,250.0000
10291,840,oil service,2020-09-01,250.0000
10292,841,oil service,2020-09-01,187.5000
10293,842,oil service,2020-09-01,125.0000
10294,844,oil service,2020-09-01,187.5000
10295,846,oil service,2020-09-01,125.0000
10296,849,oil service,2020-09-01,187.5000
10297,850,oil service,2020-09-01,187.5000
10298,854,oil service,2020-09-01,250.0000
10299,856,oil service,2020-09-01,250.0000
10300,858,oil service,2020-09-01,125.0000
10301,859,oil service,2020-09-01,187.5000
10302,860,oil service,2020-09-01,187.5000
10303,861,oil service,2020-09-01,250.0000
10304,862,oil service,2020-09-01,125.0000
10305,863,oil service,2020-09-01,187.5000
10306,864,oil service,2020-09-01,187.5000
10307,865,oil service,2020-09-01,250.0000
10308,867,oil service,2020-09-01,187.5000
10309,871,oil service,2020-09-01,250.0000
10310,872,oil service,2020-09-01,125.0000
10311,874,oil service,2020-09-01,187.5000
10312,877,oil service,2020-09-01,187.5000
10313,878,oil service,2020-09-01,250.0000
10314,880,oil service,2020-09-01,250.0000
10315,881,oil service,2020-09-01,250.0000
10316,882,oil service,2020-09-01,250.0000
10317,884,oil service,2020-09-01,125.0000
10318,886,oil service,2020-09-01,125.0000
10319,890,oil service,2020-09-01,187.5000
10320,892,oil service,2020-09-01,187.5000
10321,893,oil service,2020-09-01,187.5000
10322,895,oil service,2020-09-01,125.0000
10323,896,oil service,2020-09-01,187.5000
10324,897,oil service,2020-09-01,125.0000
10325,898,oil service,2020-09-01,125.0000
10326,900,oil service,2020-09-01,125.0000
10327,901,oil service,2020-09-01,125.0000
10328,902,oil service,2020-09-01,187.5000
10329,903,oil service,2020-09-01,187.5000
10330,905,oil service,2020-09-01,250.0000
10331,907,oil service,2020-09-01,250.0000
10332,912,oil service,2020-09-01,250.0000
10333,914,oil service,2020-09-01,250.0000
10334,916,oil service,2020-09-01,250.0000
10335,917,oil service,2020-09-01,250.0000
10336,919,oil service,2020-09-01,125.0000
10337,920,oil service,2020-09-01,125.0000
10338,921,oil service,2020-09-01,187.5000
10339,924,oil service,2020-09-01,187.5000
10340,925,oil service,2020-09-01,187.5000
10341,927,oil service,2020-09-01,250.0000
10342,928,oil service,2020-09-01,187.5000
10343,929,oil service,2020-09-01,125.0000
10344,930,oil service,2020-09-01,250.0000
10345,931,oil service,2020-09-01,125.0000
10346,933,oil service,2020-09-01,250.0000
10347,934,oil service,2020-09-01,125.0000
10348,935,oil service,2020-09-01,250.0000
10349,936,oil service,2020-09-01,187.5000
10350,940,oil service,2020-09-01,125.0000
10351,424,oil service,2020-09-02,187.5000
10352,425,oil service,2020-09-02,250.0000
10353,448,oil service,2020-09-02,125.0000
10354,472,oil service,2020-09-02,187.5000
10355,479,oil service,2020-09-02,125.0000
10356,483,oil service,2020-09-02,187.5000
10357,501,oil service,2020-09-02,250.0000
10358,511,oil service,2020-09-02,125.0000
10359,515,oil service,2020-09-02,250.0000
10360,516,oil service,2020-09-02,187.5000
10361,518,oil service,2020-09-02,187.5000
10362,520,oil service,2020-09-02,187.5000
10363,529,oil service,2020-09-02,250.0000
10364,535,oil service,2020-09-02,187.5000
10365,539,oil service,2020-09-02,250.0000
10366,553,oil service,2020-09-02,187.5000
10367,555,oil service,2020-09-02,125.0000
10368,573,oil service,2020-09-02,187.5000
10369,574,oil service,2020-09-02,250.0000
10370,576,oil service,2020-09-02,250.0000
10371,580,oil service,2020-09-02,187.5000
10372,581,oil service,2020-09-02,125.0000
10373,585,oil service,2020-09-02,187.5000
10374,588,oil service,2020-09-02,250.0000
10375,590,oil service,2020-09-02,250.0000
10376,591,oil service,2020-09-02,125.0000
10377,596,oil service,2020-09-02,125.0000
10378,609,oil service,2020-09-02,187.5000
10379,614,oil service,2020-09-02,250.0000
10380,631,oil service,2020-09-02,250.0000
10381,633,oil service,2020-09-02,250.0000
10382,640,oil service,2020-09-02,187.5000
10383,643,oil service,2020-09-02,250.0000
10384,644,oil service,2020-09-02,187.5000
10385,645,oil service,2020-09-02,187.5000
10386,647,oil service,2020-09-02,250.0000
10387,649,oil service,2020-09-02,187.5000
10388,652,oil service,2020-09-02,250.0000
10389,653,oil service,2020-09-02,187.5000
10390,654,oil service,2020-09-02,250.0000
10391,655,oil service,2020-09-02,125.0000
10392,656,oil service,2020-09-02,125.0000
10393,662,oil service,2020-09-02,125.0000
10394,671,oil service,2020-09-02,250.0000
10395,682,oil service,2020-09-02,187.5000
10396,704,oil service,2020-09-02,125.0000
10397,705,oil service,2020-09-02,187.5000
10398,723,oil service,2020-09-02,125.0000
10399,731,oil service,2020-09-02,250.0000
10400,735,oil service,2020-09-02,125.0000
10401,746,oil service,2020-09-02,250.0000
10402,750,oil service,2020-09-02,187.5000
10403,786,oil service,2020-09-02,187.5000
10404,802,oil service,2020-09-02,125.0000
10405,807,oil service,2020-09-02,187.5000
10406,813,oil service,2020-09-02,250.0000
10407,823,oil service,2020-09-02,125.0000
10408,824,oil service,2020-09-02,250.0000
10409,828,oil service,2020-09-02,125.0000
10410,833,oil service,2020-09-02,250.0000
10411,847,oil service,2020-09-02,125.0000
10412,852,oil service,2020-09-02,125.0000
10413,868,oil service,2020-09-02,187.5000
10414,869,oil service,2020-09-02,187.5000
10415,870,oil service,2020-09-02,187.5000
10416,875,oil service,2020-09-02,250.0000
10417,885,oil service,2020-09-02,187.5000
10418,911,oil service,2020-09-02,187.5000
10419,913,oil service,2020-09-02,187.5000
10420,918,oil service,2020-09-02,187.5000
10421,922,oil service,2020-09-02,187.5000
10422,926,oil service,2020-09-02,187.5000
10423,938,oil service,2020-09-02,187.5000
10424,939,oil service,2020-09-02,250.0000
10425,431,oil service,2020-09-04,250.0000
10426,444,oil service,2020-09-04,125.0000
10427,455,oil service,2020-09-04,187.5000
10428,477,oil service,2020-09-04,250.0000
10429,497,oil service,2020-09-04,250.0000
10430,524,oil service,2020-09-04,125.0000
10431,626,oil service,2020-09-04,187.5000
10432,747,oil service,2020-09-04,250.0000
10433,764,oil service,2020-09-04,250.0000
10434,778,oil service,2020-09-04,125.0000
10435,781,oil service,2020-09-04,250.0000
10436,816,oil service,2020-09-04,187.5000
10437,832,oil service,2020-09-04,250.0000
10438,834,oil service,2020-09-04,125.0000
10439,873,oil service,2020-09-04,125.0000
10440,888,oil service,2020-09-04,250.0000
10441,891,oil service,2020-09-04,125.0000
10442,923,oil service,2020-09-04,125.0000
10443,437,oil service,2020-09-05,125.0000
10444,466,oil service,2020-09-05,250.0000
10445,504,oil service,2020-09-05,187.5000
10446,546,oil service,2020-09-05,125.0000
10447,619,oil service,2020-09-05,187.5000
10448,642,oil service,2020-09-05,125.0000
10449,664,oil service,2020-09-05,187.5000
10450,697,oil service,2020-09-05,125.0000
10451,771,oil service,2020-09-05,187.5000
10452,804,oil service,2020-09-05,250.0000
10453,808,oil service,2020-09-05,125.0000
10454,829,oil service,2020-09-05,187.5000
10455,848,oil service,2020-09-05,187.5000
10456,857,oil service,2020-09-05,250.0000
10457,876,oil service,2020-09-05,125.0000
10458,883,oil service,2020-09-05,125.0000
